,year,month,date,region,admin2_name,precipitation
15434,2014,3,2014-03-01T00:00:00,Zambia,Gwembe,51.55769102444517
15442,2014,11,2014-11-01T00:00:00,Zambia,Gwembe,32.15347635695376
15443,2014,12,2014-12-01T00:00:00,Zambia,Gwembe,243.81913968747784
15444,2015,1,2015-01-01T00:00:00,Zambia,Gwembe,216.7913498297319
15445,2015,2,2015-02-01T00:00:00,Zambia,Gwembe,105.77155630264855
15446,2015,3,2015-03-01T00:00:00,Zambia,Gwembe,63.25240847587103
15454,2015,11,2015-11-01T00:00:00,Zambia,Gwembe,37.278104048433306
15455,2015,12,2015-12-01T00:00:00,Zambia,Gwembe,74.54117397172479
15456,2016,1,2016-01-01T00:00:00,Zambia,Gwembe,204.6942077298765
15457,2016,2,2016-02-01T00:00:00,Zambia,Gwembe,121.55325853638617
15458,2016,3,2016-03-01T00:00:00,Zambia,Gwembe,174.87524858622416
15466,2016,11,2016-11-01T00:00:00,Zambia,Gwembe,75.58867965134506
15467,2016,12,2016-12-01T00:00:00,Zambia,Gwembe,180.73456168225925
15468,2017,1,2017-01-01T00:00:00,Zambia,Gwembe,225.78905101496116
15469,2017,2,2017-02-01T00:00:00,Zambia,Gwembe,230.33488750939276
15470,2017,3,2017-03-01T00:00:00,Zambia,Gwembe,113.30338742315553
15478,2017,11,2017-11-01T00:00:00,Zambia,Gwembe,76.17337910628127
15479,2017,12,2017-12-01T00:00:00,Zambia,Gwembe,136.90253784872465
15480,2018,1,2018-01-01T00:00:00,Zambia,Gwembe,68.12222154711235
15481,2018,2,2018-02-01T00:00:00,Zambia,Gwembe,341.34731953131865
15482,2018,3,2018-03-01T00:00:00,Zambia,Gwembe,107.16620914885603
15490,2018,11,2018-11-01T00:00:00,Zambia,Gwembe,28.88740950244063
15491,2018,12,2018-12-01T00:00:00,Zambia,Gwembe,66.2656731886451
15492,2019,1,2019-01-01T00:00:00,Zambia,Gwembe,154.5031881061986
15493,2019,2,2019-02-01T00:00:00,Zambia,Gwembe,93.21616283903951
15494,2019,3,2019-03-01T00:00:00,Zambia,Gwembe,15.410742562323884
15502,2019,11,2019-11-01T00:00:00,Zambia,Gwembe,68.63265971288246
15503,2019,12,2019-12-01T00:00:00,Zambia,Gwembe,41.03209352792644
15504,2020,1,2020-01-01T00:00:00,Zambia,Gwembe,311.3822805039996
15505,2020,2,2020-02-01T00:00:00,Zambia,Gwembe,244.18398099382992
15506,2020,3,2020-03-01T00:00:00,Zambia,Gwembe,49.99787050967391
15514,2020,11,2020-11-01T00:00:00,Zambia,Gwembe,40.513679035931396
15515,2020,12,2020-12-01T00:00:00,Zambia,Gwembe,247.45627461505805
15516,2021,1,2021-01-01T00:00:00,Zambia,Gwembe,211.5379816878621
15517,2021,2,2021-02-01T00:00:00,Zambia,Gwembe,126.06843053699453
15518,2021,3,2021-03-01T00:00:00,Zambia,Gwembe,59.36946564378191
15526,2021,11,2021-11-01T00:00:00,Zambia,Gwembe,40.97085923139988
15527,2021,12,2021-12-01T00:00:00,Zambia,Gwembe,100.55108739962515
15528,2022,1,2022-01-01T00:00:00,Zambia,Gwembe,373.2020424620979
15529,2022,2,2022-02-01T00:00:00,Zambia,Gwembe,68.74821471605021
15530,2022,3,2022-03-01T00:00:00,Zambia,Gwembe,78.5070336735029
15538,2022,11,2022-11-01T00:00:00,Zambia,Gwembe,97.6150944711115
15539,2022,12,2022-12-01T00:00:00,Zambia,Gwembe,91.26555379971911
15540,2023,1,2023-01-01T00:00:00,Zambia,Gwembe,268.43021416554626
15541,2023,2,2023-02-01T00:00:00,Zambia,Gwembe,116.54933019266156
15542,2023,3,2023-03-01T00:00:00,Zambia,Gwembe,44.53936940805517
15550,2023,11,2023-11-01T00:00:00,Zambia,Gwembe,19.176810656203934
15551,2023,12,2023-12-01T00:00:00,Zambia,Gwembe,208.54545696239114
15552,2000,1,2000-01-01T00:00:00,Zambia,Itezhi-tezhi,186.72232827056365
15553,2000,2,2000-02-01T00:00:00,Zambia,Itezhi-tezhi,244.53509969140762
15554,2000,3,2000-03-01T00:00:00,Zambia,Itezhi-tezhi,159.139068854139
15562,2000,11,2000-11-01T00:00:00,Zambia,Itezhi-tezhi,80.56506554290205
15563,2000,12,2000-12-01T00:00:00,Zambia,Itezhi-tezhi,226.8723418715589
15564,2001,1,2001-01-01T00:00:00,Zambia,Itezhi-tezhi,153.0665677558832
15565,2001,2,2001-02-01T00:00:00,Zambia,Itezhi-tezhi,304.159308855519
15566,2001,3,2001-03-01T00:00:00,Zambia,Itezhi-tezhi,133.46797382375573
15574,2001,11,2001-11-01T00:00:00,Zambia,Itezhi-tezhi,132.9678753104626
15575,2001,12,2001-12-01T00:00:00,Zambia,Itezhi-tezhi,170.895964072766
15576,2002,1,2002-01-01T00:00:00,Zambia,Itezhi-tezhi,133.45537743710332
15577,2002,2,2002-02-01T00:00:00,Zambia,Itezhi-tezhi,65.48327296384129
15578,2002,3,2002-03-01T00:00:00,Zambia,Itezhi-tezhi,58.06919875943961
15586,2002,11,2002-11-01T00:00:00,Zambia,Itezhi-tezhi,54.37243858391126
15587,2002,12,2002-12-01T00:00:00,Zambia,Itezhi-tezhi,162.2634162396428
15588,2003,1,2003-01-01T00:00:00,Zambia,Itezhi-tezhi,140.76207669727057
15589,2003,2,2003-02-01T00:00:00,Zambia,Itezhi-tezhi,143.68922653572247
15590,2003,3,2003-03-01T00:00:00,Zambia,Itezhi-tezhi,165.9050409014874
15598,2003,11,2003-11-01T00:00:00,Zambia,Itezhi-tezhi,79.408834258431
15599,2003,12,2003-12-01T00:00:00,Zambia,Itezhi-tezhi,177.71366702878802
15600,2004,1,2004-01-01T00:00:00,Zambia,Itezhi-tezhi,190.78605684963713
15601,2004,2,2004-02-01T00:00:00,Zambia,Itezhi-tezhi,183.8788692405898
15602,2004,3,2004-03-01T00:00:00,Zambia,Itezhi-tezhi,240.27558830686618
15610,2004,11,2004-11-01T00:00:00,Zambia,Itezhi-tezhi,47.23128201511462
15611,2004,12,2004-12-01T00:00:00,Zambia,Itezhi-tezhi,200.53173597578188
15612,2005,1,2005-01-01T00:00:00,Zambia,Itezhi-tezhi,175.20531864134523
15613,2005,2,2005-02-01T00:00:00,Zambia,Itezhi-tezhi,63.99663528412224
15614,2005,3,2005-03-01T00:00:00,Zambia,Itezhi-tezhi,73.70479872528792
15622,2005,11,2005-11-01T00:00:00,Zambia,Itezhi-tezhi,108.06158108730519
15623,2005,12,2005-12-01T00:00:00,Zambia,Itezhi-tezhi,252.500188102798
15624,2006,1,2006-01-01T00:00:00,Zambia,Itezhi-tezhi,213.29107708840078
15625,2006,2,2006-02-01T00:00:00,Zambia,Itezhi-tezhi,235.52400098874833
15626,2006,3,2006-03-01T00:00:00,Zambia,Itezhi-tezhi,138.7998524224685
15634,2006,11,2006-11-01T00:00:00,Zambia,Itezhi-tezhi,135.64290088200363
15635,2006,12,2006-12-01T00:00:00,Zambia,Itezhi-tezhi,235.46385042794975
15636,2007,1,2007-01-01T00:00:00,Zambia,Itezhi-tezhi,315.0976836869139
15637,2007,2,2007-02-01T00:00:00,Zambia,Itezhi-tezhi,185.64303223822822
15638,2007,3,2007-03-01T00:00:00,Zambia,Itezhi-tezhi,71.62132778583808
15646,2007,11,2007-11-01T00:00:00,Zambia,Itezhi-tezhi,125.45367426830055
15647,2007,12,2007-12-01T00:00:00,Zambia,Itezhi-tezhi,353.93301258187955
15648,2008,1,2008-01-01T00:00:00,Zambia,Itezhi-tezhi,446.2377279301267
15649,2008,2,2008-02-01T00:00:00,Zambia,Itezhi-tezhi,132.56309003697945
15650,2008,3,2008-03-01T00:00:00,Zambia,Itezhi-tezhi,76.11793418979047
15658,2008,11,2008-11-01T00:00:00,Zambia,Itezhi-tezhi,167.37330500584883
15659,2008,12,2008-12-01T00:00:00,Zambia,Itezhi-tezhi,204.5261957262434
15660,2009,1,2009-01-01T00:00:00,Zambia,Itezhi-tezhi,235.74056963462107
15661,2009,2,2009-02-01T00:00:00,Zambia,Itezhi-tezhi,93.32162694130955
15662,2009,3,2009-03-01T00:00:00,Zambia,Itezhi-tezhi,151.71181786778646
15670,2009,11,2009-11-01T00:00:00,Zambia,Itezhi-tezhi,144.65250787827995
15671,2009,12,2009-12-01T00:00:00,Zambia,Itezhi-tezhi,151.18328057172587
15672,2010,1,2010-01-01T00:00:00,Zambia,Itezhi-tezhi,169.94926069384556
15673,2010,2,2010-02-01T00:00:00,Zambia,Itezhi-tezhi,234.0377996385575
15674,2010,3,2010-03-01T00:00:00,Zambia,Itezhi-tezhi,164.10394496560428
15682,2010,11,2010-11-01T00:00:00,Zambia,Itezhi-tezhi,133.22036199042483
15683,2010,12,2010-12-01T00:00:00,Zambia,Itezhi-tezhi,282.6142705079494
15684,2011,1,2011-01-01T00:00:00,Zambia,Itezhi-tezhi,261.5752629153086
15685,2011,2,2011-02-01T00:00:00,Zambia,Itezhi-tezhi,130.62335505910428
15686,2011,3,2011-03-01T00:00:00,Zambia,Itezhi-tezhi,131.53914453762644
15694,2011,11,2011-11-01T00:00:00,Zambia,Itezhi-tezhi,103.78688061984741
15695,2011,12,2011-12-01T00:00:00,Zambia,Itezhi-tezhi,171.73384228765767
15696,2012,1,2012-01-01T00:00:00,Zambia,Itezhi-tezhi,179.15191873032418
15697,2012,2,2012-02-01T00:00:00,Zambia,Itezhi-tezhi,165.89296049975428
15698,2012,3,2012-03-01T00:00:00,Zambia,Itezhi-tezhi,87.78624552138571
15706,2012,11,2012-11-01T00:00:00,Zambia,Itezhi-tezhi,89.93985336398102
15707,2012,12,2012-12-01T00:00:00,Zambia,Itezhi-tezhi,266.4656884791883
15708,2013,1,2013-01-01T00:00:00,Zambia,Itezhi-tezhi,249.2396986285883
15709,2013,2,2013-02-01T00:00:00,Zambia,Itezhi-tezhi,159.86381326462762
15710,2013,3,2013-03-01T00:00:00,Zambia,Itezhi-tezhi,54.3252051776041
15718,2013,11,2013-11-01T00:00:00,Zambia,Itezhi-tezhi,79.47065801029073
15719,2013,12,2013-12-01T00:00:00,Zambia,Itezhi-tezhi,226.4192341805519
15720,2014,1,2014-01-01T00:00:00,Zambia,Itezhi-tezhi,208.58471016825584
15721,2014,2,2014-02-01T00:00:00,Zambia,Itezhi-tezhi,132.14082222413475
15722,2014,3,2014-03-01T00:00:00,Zambia,Itezhi-tezhi,90.27321611478176
15730,2014,11,2014-11-01T00:00:00,Zambia,Itezhi-tezhi,79.41984766139424
15731,2014,12,2014-12-01T00:00:00,Zambia,Itezhi-tezhi,206.55536937513344
15732,2015,1,2015-01-01T00:00:00,Zambia,Itezhi-tezhi,177.10657719799946
15733,2015,2,2015-02-01T00:00:00,Zambia,Itezhi-tezhi,96.80684861515029
15734,2015,3,2015-03-01T00:00:00,Zambia,Itezhi-tezhi,53.8850183770111
15742,2015,11,2015-11-01T00:00:00,Zambia,Itezhi-tezhi,50.927150892171255
15743,2015,12,2015-12-01T00:00:00,Zambia,Itezhi-tezhi,123.17620950467672
15744,2016,1,2016-01-01T00:00:00,Zambia,Itezhi-tezhi,171.86115380374844
15745,2016,2,2016-02-01T00:00:00,Zambia,Itezhi-tezhi,139.84150205002067
15746,2016,3,2016-03-01T00:00:00,Zambia,Itezhi-tezhi,193.31118987014298
15754,2016,11,2016-11-01T00:00:00,Zambia,Itezhi-tezhi,114.30355043329375
15755,2016,12,2016-12-01T00:00:00,Zambia,Itezhi-tezhi,177.23367822055985
15756,2017,1,2017-01-01T00:00:00,Zambia,Itezhi-tezhi,257.75055013264955
15757,2017,2,2017-02-01T00:00:00,Zambia,Itezhi-tezhi,239.24185918003883
15758,2017,3,2017-03-01T00:00:00,Zambia,Itezhi-tezhi,104.92352396481985
15766,2017,11,2017-11-01T00:00:00,Zambia,Itezhi-tezhi,91.57063965054142
15767,2017,12,2017-12-01T00:00:00,Zambia,Itezhi-tezhi,138.19729816073348
15768,2018,1,2018-01-01T00:00:00,Zambia,Itezhi-tezhi,56.50731129864072
15769,2018,2,2018-02-01T00:00:00,Zambia,Itezhi-tezhi,347.0028883574864
15770,2018,3,2018-03-01T00:00:00,Zambia,Itezhi-tezhi,146.40653987578673
15778,2018,11,2018-11-01T00:00:00,Zambia,Itezhi-tezhi,37.21438311842406
15779,2018,12,2018-12-01T00:00:00,Zambia,Itezhi-tezhi,99.61842954810986
15780,2019,1,2019-01-01T00:00:00,Zambia,Itezhi-tezhi,142.37916097023074
15781,2019,2,2019-02-01T00:00:00,Zambia,Itezhi-tezhi,118.29126469321491
15782,2019,3,2019-03-01T00:00:00,Zambia,Itezhi-tezhi,25.45818191356666
15790,2019,11,2019-11-01T00:00:00,Zambia,Itezhi-tezhi,63.93293376379255
15791,2019,12,2019-12-01T00:00:00,Zambia,Itezhi-tezhi,54.584806420879005
15792,2020,1,2020-01-01T00:00:00,Zambia,Itezhi-tezhi,265.2878625235429
15793,2020,2,2020-02-01T00:00:00,Zambia,Itezhi-tezhi,195.94459673024195
15794,2020,3,2020-03-01T00:00:00,Zambia,Itezhi-tezhi,137.0375310800589
15802,2020,11,2020-11-01T00:00:00,Zambia,Itezhi-tezhi,90.84897675138912
15803,2020,12,2020-12-01T00:00:00,Zambia,Itezhi-tezhi,268.1191835332814
15804,2021,1,2021-01-01T00:00:00,Zambia,Itezhi-tezhi,225.7531030988075
15805,2021,2,2021-02-01T00:00:00,Zambia,Itezhi-tezhi,129.91370064122393
15806,2021,3,2021-03-01T00:00:00,Zambia,Itezhi-tezhi,43.41654503159767
15814,2021,11,2021-11-01T00:00:00,Zambia,Itezhi-tezhi,36.065170745847006
15815,2021,12,2021-12-01T00:00:00,Zambia,Itezhi-tezhi,114.24378136332561
15816,2022,1,2022-01-01T00:00:00,Zambia,Itezhi-tezhi,364.44998627229654
15817,2022,2,2022-02-01T00:00:00,Zambia,Itezhi-tezhi,76.72222666859946
15818,2022,3,2022-03-01T00:00:00,Zambia,Itezhi-tezhi,98.68029308981252
15826,2022,11,2022-11-01T00:00:00,Zambia,Itezhi-tezhi,102.82165442177387
15827,2022,12,2022-12-01T00:00:00,Zambia,Itezhi-tezhi,146.93519273357364
15828,2023,1,2023-01-01T00:00:00,Zambia,Itezhi-tezhi,255.83716616730814
15829,2023,2,2023-02-01T00:00:00,Zambia,Itezhi-tezhi,141.836462742731
15830,2023,3,2023-03-01T00:00:00,Zambia,Itezhi-tezhi,44.50240928778907
15838,2023,11,2023-11-01T00:00:00,Zambia,Itezhi-tezhi,15.179877132331383
15839,2023,12,2023-12-01T00:00:00,Zambia,Itezhi-tezhi,206.14512579900978
15840,2000,1,2000-01-01T00:00:00,Zambia,Kalomo,159.4218480304045
15841,2000,2,2000-02-01T00:00:00,Zambia,Kalomo,261.26173632842915
15842,2000,3,2000-03-01T00:00:00,Zambia,Kalomo,128.74659284484946
15850,2000,11,2000-11-01T00:00:00,Zambia,Kalomo,80.57045664960422
15851,2000,12,2000-12-01T00:00:00,Zambia,Kalomo,151.7489566953892
15852,2001,1,2001-01-01T00:00:00,Zambia,Kalomo,101.85625031756163
15853,2001,2,2001-02-01T00:00:00,Zambia,Kalomo,304.6139769426627
15854,2001,3,2001-03-01T00:00:00,Zambia,Kalomo,123.36400076516733
15862,2001,11,2001-11-01T00:00:00,Zambia,Kalomo,110.92630363239913
15863,2001,12,2001-12-01T00:00:00,Zambia,Kalomo,152.32160131780634
15864,2002,1,2002-01-01T00:00:00,Zambia,Kalomo,98.63160424711955
15865,2002,2,2002-02-01T00:00:00,Zambia,Kalomo,62.641901328978726
15866,2002,3,2002-03-01T00:00:00,Zambia,Kalomo,27.01006472542694
15874,2002,11,2002-11-01T00:00:00,Zambia,Kalomo,45.51903458234213
15875,2002,12,2002-12-01T00:00:00,Zambia,Kalomo,109.74269734824108
15876,2003,1,2003-01-01T00:00:00,Zambia,Kalomo,103.01342063008222
15877,2003,2,2003-02-01T00:00:00,Zambia,Kalomo,118.86401739853923
15878,2003,3,2003-03-01T00:00:00,Zambia,Kalomo,70.73432413093109
15886,2003,11,2003-11-01T00:00:00,Zambia,Kalomo,45.83001394497104
15887,2003,12,2003-12-01T00:00:00,Zambia,Kalomo,136.2035777159442
15888,2004,1,2004-01-01T00:00:00,Zambia,Kalomo,202.80792333262886
15889,2004,2,2004-02-01T00:00:00,Zambia,Kalomo,157.91650640473782
15890,2004,3,2004-03-01T00:00:00,Zambia,Kalomo,218.51997864363045
15898,2004,11,2004-11-01T00:00:00,Zambia,Kalomo,22.72166844959059
15899,2004,12,2004-12-01T00:00:00,Zambia,Kalomo,157.0457597502507
15900,2005,1,2005-01-01T00:00:00,Zambia,Kalomo,167.35580550464647
15901,2005,2,2005-02-01T00:00:00,Zambia,Kalomo,55.66130201396059
15902,2005,3,2005-03-01T00:00:00,Zambia,Kalomo,43.05930168533919
15910,2005,11,2005-11-01T00:00:00,Zambia,Kalomo,92.11534161308745
15911,2005,12,2005-12-01T00:00:00,Zambia,Kalomo,206.16270050015225
15912,2006,1,2006-01-01T00:00:00,Zambia,Kalomo,220.1538288068959
15913,2006,2,2006-02-01T00:00:00,Zambia,Kalomo,216.52287257749285
15914,2006,3,2006-03-01T00:00:00,Zambia,Kalomo,93.84597970711393
15922,2006,11,2006-11-01T00:00:00,Zambia,Kalomo,114.13221532107204
15923,2006,12,2006-12-01T00:00:00,Zambia,Kalomo,190.26030659085944
15924,2007,1,2007-01-01T00:00:00,Zambia,Kalomo,241.58971396383163
15925,2007,2,2007-02-01T00:00:00,Zambia,Kalomo,92.57616620413113
15926,2007,3,2007-03-01T00:00:00,Zambia,Kalomo,63.530396986910254
15934,2007,11,2007-11-01T00:00:00,Zambia,Kalomo,123.8754230515844
15935,2007,12,2007-12-01T00:00:00,Zambia,Kalomo,304.61416865141945
15936,2008,1,2008-01-01T00:00:00,Zambia,Kalomo,381.3722430185138
15937,2008,2,2008-02-01T00:00:00,Zambia,Kalomo,90.32799955841918
15938,2008,3,2008-03-01T00:00:00,Zambia,Kalomo,74.01873211761355
15946,2008,11,2008-11-01T00:00:00,Zambia,Kalomo,168.3669777484152
15947,2008,12,2008-12-01T00:00:00,Zambia,Kalomo,200.9609377209772
15948,2009,1,2009-01-01T00:00:00,Zambia,Kalomo,219.5720915714677
15949,2009,2,2009-02-01T00:00:00,Zambia,Kalomo,80.81785787553831
15950,2009,3,2009-03-01T00:00:00,Zambia,Kalomo,140.4744437118078
15958,2009,11,2009-11-01T00:00:00,Zambia,Kalomo,111.64949162108428
15959,2009,12,2009-12-01T00:00:00,Zambia,Kalomo,132.21621502412617
15960,2010,1,2010-01-01T00:00:00,Zambia,Kalomo,216.83429495012413
15961,2010,2,2010-02-01T00:00:00,Zambia,Kalomo,148.24191331544145
15962,2010,3,2010-03-01T00:00:00,Zambia,Kalomo,115.60479204280027
15970,2010,11,2010-11-01T00:00:00,Zambia,Kalomo,106.96910720693754
15971,2010,12,2010-12-01T00:00:00,Zambia,Kalomo,162.23278101265817
15972,2011,1,2011-01-01T00:00:00,Zambia,Kalomo,234.87643802723161
15973,2011,2,2011-02-01T00:00:00,Zambia,Kalomo,105.13613152536142
15974,2011,3,2011-03-01T00:00:00,Zambia,Kalomo,76.27442708065931
15982,2011,11,2011-11-01T00:00:00,Zambia,Kalomo,91.3017801238064
15983,2011,12,2011-12-01T00:00:00,Zambia,Kalomo,153.96748823433282
15984,2012,1,2012-01-01T00:00:00,Zambia,Kalomo,143.68733926176242
15985,2012,2,2012-02-01T00:00:00,Zambia,Kalomo,129.58543028750222
15986,2012,3,2012-03-01T00:00:00,Zambia,Kalomo,77.6544863900516
15994,2012,11,2012-11-01T00:00:00,Zambia,Kalomo,74.66466548070824
15995,2012,12,2012-12-01T00:00:00,Zambia,Kalomo,228.80760806931323
15996,2013,1,2013-01-01T00:00:00,Zambia,Kalomo,231.1734543968703
15997,2013,2,2013-02-01T00:00:00,Zambia,Kalomo,123.45269743324964
15998,2013,3,2013-03-01T00:00:00,Zambia,Kalomo,51.80107714928129
16006,2013,11,2013-11-01T00:00:00,Zambia,Kalomo,53.24317427313178
16007,2013,12,2013-12-01T00:00:00,Zambia,Kalomo,212.67206518831662
16008,2014,1,2014-01-01T00:00:00,Zambia,Kalomo,231.24713321349083
16009,2014,2,2014-02-01T00:00:00,Zambia,Kalomo,135.7127386254886
16010,2014,3,2014-03-01T00:00:00,Zambia,Kalomo,83.81276416920234
16018,2014,11,2014-11-01T00:00:00,Zambia,Kalomo,56.09760993464264
16019,2014,12,2014-12-01T00:00:00,Zambia,Kalomo,183.75324609800126
16020,2015,1,2015-01-01T00:00:00,Zambia,Kalomo,166.70528581665823
16021,2015,2,2015-02-01T00:00:00,Zambia,Kalomo,97.71287242267385
16022,2015,3,2015-03-01T00:00:00,Zambia,Kalomo,42.335546854872426
16030,2015,11,2015-11-01T00:00:00,Zambia,Kalomo,46.59472450726297
16031,2015,12,2015-12-01T00:00:00,Zambia,Kalomo,101.48659079874155
16032,2016,1,2016-01-01T00:00:00,Zambia,Kalomo,123.84865444136553
16033,2016,2,2016-02-01T00:00:00,Zambia,Kalomo,171.26139825166277
16034,2016,3,2016-03-01T00:00:00,Zambia,Kalomo,152.4572966466643
16042,2016,11,2016-11-01T00:00:00,Zambia,Kalomo,95.31825253648508
16043,2016,12,2016-12-01T00:00:00,Zambia,Kalomo,187.128101218917
16044,2017,1,2017-01-01T00:00:00,Zambia,Kalomo,218.41976683954536
16045,2017,2,2017-02-01T00:00:00,Zambia,Kalomo,277.9563072585611
16046,2017,3,2017-03-01T00:00:00,Zambia,Kalomo,95.5188333256956
16054,2017,11,2017-11-01T00:00:00,Zambia,Kalomo,69.24978615316763
16055,2017,12,2017-12-01T00:00:00,Zambia,Kalomo,114.7525447465911
16056,2018,1,2018-01-01T00:00:00,Zambia,Kalomo,73.88024584237883
16057,2018,2,2018-02-01T00:00:00,Zambia,Kalomo,428.79443529724847
16058,2018,3,2018-03-01T00:00:00,Zambia,Kalomo,133.40020996943318
16066,2018,11,2018-11-01T00:00:00,Zambia,Kalomo,36.308889146775165
16067,2018,12,2018-12-01T00:00:00,Zambia,Kalomo,61.368038167505965
16068,2019,1,2019-01-01T00:00:00,Zambia,Kalomo,110.55177029058832
16069,2019,2,2019-02-01T00:00:00,Zambia,Kalomo,124.44168913027536
16070,2019,3,2019-03-01T00:00:00,Zambia,Kalomo,9.705324870947154
16078,2019,11,2019-11-01T00:00:00,Zambia,Kalomo,57.78794390932452
16079,2019,12,2019-12-01T00:00:00,Zambia,Kalomo,44.03983487378263
16080,2020,1,2020-01-01T00:00:00,Zambia,Kalomo,235.73092614084177
16081,2020,2,2020-02-01T00:00:00,Zambia,Kalomo,224.62772663158597
16082,2020,3,2020-03-01T00:00:00,Zambia,Kalomo,76.97364359808714
16090,2020,11,2020-11-01T00:00:00,Zambia,Kalomo,78.76659315125835
16091,2020,12,2020-12-01T00:00:00,Zambia,Kalomo,206.89109897970803
16092,2021,1,2021-01-01T00:00:00,Zambia,Kalomo,253.62583701524815
16093,2021,2,2021-02-01T00:00:00,Zambia,Kalomo,102.90898819118378
16094,2021,3,2021-03-01T00:00:00,Zambia,Kalomo,23.005069072381833
16102,2021,11,2021-11-01T00:00:00,Zambia,Kalomo,32.77564168883608
16103,2021,12,2021-12-01T00:00:00,Zambia,Kalomo,107.26969215354812
16104,2022,1,2022-01-01T00:00:00,Zambia,Kalomo,311.0072253184365
16105,2022,2,2022-02-01T00:00:00,Zambia,Kalomo,46.57529448606498
16106,2022,3,2022-03-01T00:00:00,Zambia,Kalomo,74.05308456544311
16114,2022,11,2022-11-01T00:00:00,Zambia,Kalomo,129.8690198108343
16115,2022,12,2022-12-01T00:00:00,Zambia,Kalomo,100.06809587004727
16116,2023,1,2023-01-01T00:00:00,Zambia,Kalomo,162.79067464503797
16117,2023,2,2023-02-01T00:00:00,Zambia,Kalomo,118.46883766399293
16118,2023,3,2023-03-01T00:00:00,Zambia,Kalomo,44.07739970396906
16126,2023,11,2023-11-01T00:00:00,Zambia,Kalomo,12.4044703594711
16127,2023,12,2023-12-01T00:00:00,Zambia,Kalomo,133.13969212982448
16128,2000,1,2000-01-01T00:00:00,Zambia,Kazungula,145.2524784827978
16129,2000,2,2000-02-01T00:00:00,Zambia,Kazungula,285.13856039150863
16130,2000,3,2000-03-01T00:00:00,Zambia,Kazungula,141.76231196975297
16138,2000,11,2000-11-01T00:00:00,Zambia,Kazungula,69.7296273279903
16139,2000,12,2000-12-01T00:00:00,Zambia,Kazungula,154.7128557294026
16140,2001,1,2001-01-01T00:00:00,Zambia,Kazungula,82.81651858816089
16141,2001,2,2001-02-01T00:00:00,Zambia,Kazungula,285.75156431001653
16142,2001,3,2001-03-01T00:00:00,Zambia,Kazungula,131.84945288114503
16150,2001,11,2001-11-01T00:00:00,Zambia,Kazungula,127.93301267980867
16151,2001,12,2001-12-01T00:00:00,Zambia,Kazungula,145.49213984990058
16152,2002,1,2002-01-01T00:00:00,Zambia,Kazungula,106.22083153039011
16153,2002,2,2002-02-01T00:00:00,Zambia,Kazungula,67.44296697250233
16154,2002,3,2002-03-01T00:00:00,Zambia,Kazungula,29.8875010550628
16162,2002,11,2002-11-01T00:00:00,Zambia,Kazungula,47.79008010288901
16163,2002,12,2002-12-01T00:00:00,Zambia,Kazungula,111.86461565554738
16164,2003,1,2003-01-01T00:00:00,Zambia,Kazungula,107.72652333220256
16165,2003,2,2003-02-01T00:00:00,Zambia,Kazungula,109.43224611517567
16166,2003,3,2003-03-01T00:00:00,Zambia,Kazungula,63.093922911690136
16174,2003,11,2003-11-01T00:00:00,Zambia,Kazungula,49.95152887604164
16175,2003,12,2003-12-01T00:00:00,Zambia,Kazungula,143.35187369819414
16176,2004,1,2004-01-01T00:00:00,Zambia,Kazungula,206.116916108627
16177,2004,2,2004-02-01T00:00:00,Zambia,Kazungula,173.5174239893312
16178,2004,3,2004-03-01T00:00:00,Zambia,Kazungula,216.92715005436202
16186,2004,11,2004-11-01T00:00:00,Zambia,Kazungula,26.76645347643345
16187,2004,12,2004-12-01T00:00:00,Zambia,Kazungula,176.54798374632688
16188,2005,1,2005-01-01T00:00:00,Zambia,Kazungula,177.99507432645564
16189,2005,2,2005-02-01T00:00:00,Zambia,Kazungula,54.89887030293423
16190,2005,3,2005-03-01T00:00:00,Zambia,Kazungula,60.03820603938725
16198,2005,11,2005-11-01T00:00:00,Zambia,Kazungula,98.02317674677508
16199,2005,12,2005-12-01T00:00:00,Zambia,Kazungula,204.64789789996672
16200,2006,1,2006-01-01T00:00:00,Zambia,Kazungula,221.3944079647815
16201,2006,2,2006-02-01T00:00:00,Zambia,Kazungula,229.28721001322745
16202,2006,3,2006-03-01T00:00:00,Zambia,Kazungula,111.93106741397305
16210,2006,11,2006-11-01T00:00:00,Zambia,Kazungula,120.09033568981991
16211,2006,12,2006-12-01T00:00:00,Zambia,Kazungula,193.91149765789166
16212,2007,1,2007-01-01T00:00:00,Zambia,Kazungula,241.36908688693495
16213,2007,2,2007-02-01T00:00:00,Zambia,Kazungula,104.95422566920188
16214,2007,3,2007-03-01T00:00:00,Zambia,Kazungula,69.16257534317171
16222,2007,11,2007-11-01T00:00:00,Zambia,Kazungula,125.88911367237804
16223,2007,12,2007-12-01T00:00:00,Zambia,Kazungula,276.94282718610634
16224,2008,1,2008-01-01T00:00:00,Zambia,Kazungula,418.3006899525928
16225,2008,2,2008-02-01T00:00:00,Zambia,Kazungula,133.8631374471013
16226,2008,3,2008-03-01T00:00:00,Zambia,Kazungula,79.71616051627645
16234,2008,11,2008-11-01T00:00:00,Zambia,Kazungula,224.8324899970868
16235,2008,12,2008-12-01T00:00:00,Zambia,Kazungula,193.11009092803474
16236,2009,1,2009-01-01T00:00:00,Zambia,Kazungula,211.72650304287836
